FIPS_Code,State,Area_Name,Attribute,Value
1003,AL,"Baldwin County, AL",Employed_2008,79222
1003,AL,"Baldwin County, AL",Unemployed_2008,3983
1003,AL,"Baldwin County, AL",Unemployment_rate_2008,4.8
1003,AL,"Baldwin County, AL",Civilian_labor_force_2009,82314
1003,AL,"Baldwin County, AL",Employed_2009,74950
1003,AL,"Baldwin County, AL",Unemployed_2009,7364
1003,AL,"Baldwin County, AL",Unemployment_rate_2009,8.9
1003,AL,"Baldwin County, AL",Civilian_labor_force_2010,83551
1003,AL,"Baldwin County, AL",Employed_2010,75283
1003,AL,"Baldwin County, AL",Unemployed_2010,8268
1003,AL,"Baldwin County, AL",Unemployment_rate_2010,9.9
1003,AL,"Baldwin County, AL",Civilian_labor_force_2011,85077
1003,AL,"Baldwin County, AL",Employed_2011,77459
1003,AL,"Baldwin County, AL",Unemployed_2011,7618
1003,AL,"Baldwin County, AL",Unemployment_rate_2011,9
1003,AL,"Baldwin County, AL",Civilian_labor_force_2012,84507
1003,AL,"Baldwin County, AL",Employed_2012,77973
1003,AL,"Baldwin County, AL",Unemployed_2012,6534
1003,AL,"Baldwin County, AL",Unemployment_rate_2012,7.7
1003,AL,"Baldwin County, AL",Civilian_labor_force_2013,85206
1003,AL,"Baldwin County, AL",Employed_2013,79466
1003,AL,"Baldwin County, AL",Unemployed_2013,5740
1003,AL,"Baldwin County, AL",Unemployment_rate_2013,6.7
1003,AL,"Baldwin County, AL",Civilian_labor_force_2014,86546
1003,AL,"Baldwin County, AL",Employed_2014,81265
1003,AL,"Baldwin County, AL",Unemployed_2014,5281
1003,AL,"Baldwin County, AL",Unemployment_rate_2014,6.1
1003,AL,"Baldwin County, AL",Civilian_labor_force_2015,87493
1003,AL,"Baldwin County, AL",Employed_2015,82619
1003,AL,"Baldwin County, AL",Unemployed_2015,4874
1003,AL,"Baldwin County, AL",Unemployment_rate_2015,5.6
1003,AL,"Baldwin County, AL",Civilian_labor_force_2016,89778
1003,AL,"Baldwin County, AL",Employed_2016,84972
1003,AL,"Baldwin County, AL",Unemployed_2016,4806
1003,AL,"Baldwin County, AL",Unemployment_rate_2016,5.4
1003,AL,"Baldwin County, AL",Civilian_labor_force_2017,93152
1003,AL,"Baldwin County, AL",Employed_2017,89286
1003,AL,"Baldwin County, AL",Unemployed_2017,3866
1003,AL,"Baldwin County, AL",Unemployment_rate_2017,4.2
1003,AL,"Baldwin County, AL",Civilian_labor_force_2018,96235
1003,AL,"Baldwin County, AL",Employed_2018,92734
1003,AL,"Baldwin County, AL",Unemployed_2018,3501
1003,AL,"Baldwin County, AL",Unemployment_rate_2018,3.6
1003,AL,"Baldwin County, AL",Civilian_labor_force_2019,98917
1003,AL,"Baldwin County, AL",Employed_2019,96023
1003,AL,"Baldwin County, AL",Unemployed_2019,2894
1003,AL,"Baldwin County, AL",Unemployment_rate_2019,2.9
1003,AL,"Baldwin County, AL",Civilian_labor_force_2020,98695
1003,AL,"Baldwin County, AL",Employed_2020,92639
1003,AL,"Baldwin County, AL",Unemployed_2020,6056
1003,AL,"Baldwin County, AL",Unemployment_rate_2020,6.1
1003,AL,"Baldwin County, AL",Civilian_labor_force_2021,99520
1003,AL,"Baldwin County, AL",Employed_2021,96619
1003,AL,"Baldwin County, AL",Unemployed_2021,2901
1003,AL,"Baldwin County, AL",Unemployment_rate_2021,2.9
1003,AL,"Baldwin County, AL",Civilian_labor_force_2022,102280
1003,AL,"Baldwin County, AL",Employed_2022,99930
1003,AL,"Baldwin County, AL",Unemployed_2022,2350
1003,AL,"Baldwin County, AL",Unemployment_rate_2022,2.3
1003,AL,"Baldwin County, AL",Civilian_labor_force_2023,104409
1003,AL,"Baldwin County, AL",Employed_2023,102029
1003,AL,"Baldwin County, AL",Unemployed_2023,2380
1003,AL,"Baldwin County, AL",Unemployment_rate_2023,2.3
1003,AL,"Baldwin County, AL",Median_Household_Income_2022,71704
1003,AL,"Baldwin County, AL",Med_HH_Income_Percent_of_State_Total_2022,120.1
1005,AL,"Barbour County, AL",Rural_Urban_Continuum_Code_2023,6
1005,AL,"Barbour County, AL",Urban_Influence_Code_2013,6
1005,AL,"Barbour County, AL",Metro_2023,0
1005,AL,"Barbour County, AL",Civilian_labor_force_2000,11449
1005,AL,"Barbour County, AL",Employed_2000,10812
1005,AL,"Barbour County, AL",Unemployed_2000,637
1005,AL,"Barbour County, AL",Unemployment_rate_2000,5.6
1005,AL,"Barbour County, AL",Civilian_labor_force_2001,11324
1005,AL,"Barbour County, AL",Employed_2001,10468
1005,AL,"Barbour County, AL",Unemployed_2001,856
1005,AL,"Barbour County, AL",Unemployment_rate_2001,7.6
1005,AL,"Barbour County, AL",Civilian_labor_force_2002,11006
1005,AL,"Barbour County, AL",Employed_2002,10154
1005,AL,"Barbour County, AL",Unemployed_2002,852
1005,AL,"Barbour County, AL",Unemployment_rate_2002,7.7
1005,AL,"Barbour County, AL",Civilian_labor_force_2003,11019
1005,AL,"Barbour County, AL",Employed_2003,10241
1005,AL,"Barbour County, AL",Unemployed_2003,778
1005,AL,"Barbour County, AL",Unemployment_rate_2003,7.1
1005,AL,"Barbour County, AL",Civilian_labor_force_2004,10639
1005,AL,"Barbour County, AL",Employed_2004,9884
1005,AL,"Barbour County, AL",Unemployed_2004,755
1005,AL,"Barbour County, AL",Unemployment_rate_2004,7.1
1005,AL,"Barbour County, AL",Civilian_labor_force_2005,10730
1005,AL,"Barbour County, AL",Employed_2005,10114
1005,AL,"Barbour County, AL",Unemployed_2005,616
1005,AL,"Barbour County, AL",Unemployment_rate_2005,5.7
1005,AL,"Barbour County, AL",Civilian_labor_force_2006,10713
1005,AL,"Barbour County, AL",Employed_2006,10110
1005,AL,"Barbour County, AL",Unemployed_2006,603
1005,AL,"Barbour County, AL",Unemployment_rate_2006,5.6
1005,AL,"Barbour County, AL",Civilian_labor_force_2007,10363
1005,AL,"Barbour County, AL",Employed_2007,9698
1005,AL,"Barbour County, AL",Unemployed_2007,665
1005,AL,"Barbour County, AL",Unemployment_rate_2007,6.4
1005,AL,"Barbour County, AL",Civilian_labor_force_2008,10175
1005,AL,"Barbour County, AL",Employed_2008,9249
1005,AL,"Barbour County, AL",Unemployed_2008,926
1005,AL,"Barbour County, AL",Unemployment_rate_2008,9.1
1005,AL,"Barbour County, AL",Civilian_labor_force_2009,9944
1005,AL,"Barbour County, AL",Employed_2009,8635
1005,AL,"Barbour County, AL",Unemployed_2009,1309
1005,AL,"Barbour County, AL",Unemployment_rate_2009,13.2
1005,AL,"Barbour County, AL",Civilian_labor_force_2010,10219
1005,AL,"Barbour County, AL",Employed_2010,8978
1005,AL,"Barbour County, AL",Unemployed_2010,1241
1005,AL,"Barbour County, AL",Unemployment_rate_2010,12.1
1005,AL,"Barbour County, AL",Civilian_labor_force_2011,9843
1005,AL,"Barbour County, AL",Employed_2011,8716
1005,AL,"Barbour County, AL",Unemployed_2011,1127
1005,AL,"Barbour County, AL",Unemployment_rate_2011,11.4
1005,AL,"Barbour County, AL",Civilian_labor_force_2012,9377
1005,AL,"Barbour County, AL",Employed_2012,8273
1005,AL,"Barbour County, AL",Unemployed_2012,1104
1005,AL,"Barbour County, AL",Unemployment_rate_2012,11.8
1005,AL,"Barbour County, AL",Civilian_labor_force_2013,9096
1005,AL,"Barbour County, AL",Employed_2013,8152
1005,AL,"Barbour County, AL",Unemployed_2013,944
1005,AL,"Barbour County, AL",Unemployment_rate_2013,10.4
1005,AL,"Barbour County, AL",Civilian_labor_force_2014,8859
1005,AL,"Barbour County, AL",Employed_2014,7930
1005,AL,"Barbour County, AL",Unemployed_2014,929
1005,AL,"Barbour County, AL",Unemployment_rate_2014,10.5
1005,AL,"Barbour County, AL",Civilian_labor_force_2015,8590
1005,AL,"Barbour County, AL",Employed_2015,7823
1005,AL,"Barbour County, AL",Unemployed_2015,767
1005,AL,"Barbour County, AL",Unemployment_rate_2015,8.9
1005,AL,"Barbour County, AL",Civilian_labor_force_2016,8334
1005,AL,"Barbour County, AL",Employed_2016,7638
1005,AL,"Barbour County, AL",Unemployed_2016,696
1005,AL,"Barbour County, AL",Unemployment_rate_2016,8.4
1005,AL,"Barbour County, AL",Civilian_labor_force_2017,8415
1005,AL,"Barbour County, AL",Employed_2017,7914
1005,AL,"Barbour County, AL",Unemployed_2017,501
1005,AL,"Barbour County, AL",Unemployment_rate_2017,6
1005,AL,"Barbour County, AL",Civilian_labor_force_2018,8505
1005,AL,"Barbour County, AL",Employed_2018,8068
1005,AL,"Barbour County, AL",Unemployed_2018,437
1005,AL,"Barbour County, AL",Unemployment_rate_2018,5.1
1005,AL,"Barbour County, AL",Civilian_labor_force_2019,8637
1005,AL,"Barbour County, AL",Employed_2019,8290
1005,AL,"Barbour County, AL",Unemployed_2019,347
1005,AL,"Barbour County, AL",Unemployment_rate_2019,4
1005,AL,"Barbour County, AL",Civilian_labor_force_2020,8659
1005,AL,"Barbour County, AL",Employed_2020,7995
1005,AL,"Barbour County, AL",Unemployed_2020,664
1005,AL,"Barbour County, AL",Unemployment_rate_2020,7.7
1005,AL,"Barbour County, AL",Civilian_labor_force_2021,8243
1005,AL,"Barbour County, AL",Employed_2021,7787
1005,AL,"Barbour County, AL",Unemployed_2021,456
1005,AL,"Barbour County, AL",Unemployment_rate_2021,5.5
1005,AL,"Barbour County, AL",Civilian_labor_force_2022,8139
1005,AL,"Barbour County, AL",Employed_2022,7813
1005,AL,"Barbour County, AL",Unemployed_2022,326
1005,AL,"Barbour County, AL",Unemployment_rate_2022,4
1005,AL,"Barbour County, AL",Civilian_labor_force_2023,7944
1005,AL,"Barbour County, AL",Employed_2023,7592
1005,AL,"Barbour County, AL",Unemployed_2023,352
1005,AL,"Barbour County, AL",Unemployment_rate_2023,4.4
1005,AL,"Barbour County, AL",Median_Household_Income_2022,41151
1005,AL,"Barbour County, AL",Med_HH_Income_Percent_of_State_Total_2022,68.9
1011,AL,"Bullock County, AL",Rural_Urban_Continuum_Code_2023,8
1011,AL,"Bullock County, AL",Urban_Influence_Code_2013,6
1011,AL,"Bullock County, AL",Metro_2023,0
1011,AL,"Bullock County, AL",Civilian_labor_force_2000,3997
1011,AL,"Bullock County, AL",Employed_2000,3656
1011,AL,"Bullock County, AL",Unemployed_2000,341
1011,AL,"Bullock County, AL",Unemployment_rate_2000,8.5
1011,AL,"Bullock County, AL",Civilian_labor_force_2001,3937
1011,AL,"Bullock County, AL",Employed_2001,3543
1011,AL,"Bullock County, AL",Unemployed_2001,394
1011,AL,"Bullock County, AL",Unemployment_rate_2001,10
1011,AL,"Bullock County, AL",Civilian_labor_force_2002,3890
1011,AL,"Bullock County, AL",Employed_2002,3493
1011,AL,"Bullock County, AL",Unemployed_2002,397
1011,AL,"Bullock County, AL",Unemployment_rate_2002,10.2
1011,AL,"Bullock County, AL",Civilian_labor_force_2003,3992
1011,AL,"Bullock County, AL",Employed_2003,3556
1011,AL,"Bullock County, AL",Unemployed_2003,436
1011,AL,"Bullock County, AL",Unemployment_rate_2003,10.9
1011,AL,"Bullock County, AL",Civilian_labor_force_2004,3879
1011,AL,"Bullock County, AL",Employed_2004,3437
1011,AL,"Bullock County, AL",Unemployed_2004,442
1011,AL,"Bullock County, AL",Unemployment_rate_2004,11.4
1011,AL,"Bullock County, AL",Civilian_labor_force_2005,3734
1011,AL,"Bullock County, AL",Employed_2005,3383
1011,AL,"Bullock County, AL",Unemployed_2005,351
1011,AL,"Bullock County, AL",Unemployment_rate_2005,9.4
1011,AL,"Bullock County, AL",Civilian_labor_force_2006,3703
1011,AL,"Bullock County, AL",Employed_2006,3377
1011,AL,"Bullock County, AL",Unemployed_2006,326
1011,AL,"Bullock County, AL",Unemployment_rate_2006,8.8
1011,AL,"Bullock County, AL",Civilian_labor_force_2007,3666
1011,AL,"Bullock County, AL",Employed_2007,3313
1011,AL,"Bullock County, AL",Unemployed_2007,353
1011,AL,"Bullock County, AL",Unemployment_rate_2007,9.6
1011,AL,"Bullock County, AL",Civilian_labor_force_2008,3641
1011,AL,"Bullock County, AL",Employed_2008,3244
1011,AL,"Bullock County, AL",Unemployed_2008,397
1011,AL,"Bullock County, AL",Unemployment_rate_2008,10.9
1011,AL,"Bullock County, AL",Civilian_labor_force_2009,3713
1011,AL,"Bullock County, AL",Employed_2009,3179
1011,AL,"Bullock County, AL",Unemployed_2009,534
1011,AL,"Bullock County, AL",Unemployment_rate_2009,14.4
1011,AL,"Bullock County, AL",Civilian_labor_force_2010,4941
1011,AL,"Bullock County, AL",Employed_2010,4365
1011,AL,"Bullock County, AL",Unemployed_2010,576
1011,AL,"Bullock County, AL",Unemployment_rate_2010,11.7
1011,AL,"Bullock County, AL",Civilian_labor_force_2011,4829
1011,AL,"Bullock County, AL",Employed_2011,4274
1011,AL,"Bullock County, AL",Unemployed_2011,555
1011,AL,"Bullock County, AL",Unemployment_rate_2011,11.5
1011,AL,"Bullock County, AL",Civilian_labor_force_2012,4742
1011,AL,"Bullock County, AL",Employed_2012,4240
1011,AL,"Bullock County, AL",Unemployed_2012,502
1011,AL,"Bullock County, AL",Unemployment_rate_2012,10.6
1011,AL,"Bullock County, AL",Civilian_labor_force_2013,4774
1011,AL,"Bullock County, AL",Employed_2013,4322
1011,AL,"Bullock County, AL",Unemployed_2013,452
1011,AL,"Bullock County, AL",Unemployment_rate_2013,9.5
1011,AL,"Bullock County, AL",Civilian_labor_force_2014,4738
1011,AL,"Bullock County, AL",Employed_2014,4323
1011,AL,"Bullock County, AL",Unemployed_2014,415
1011,AL,"Bullock County, AL",Unemployment_rate_2014,8.8
1011,AL,"Bullock County, AL",Civilian_labor_force_2015,4765
1011,AL,"Bullock County, AL",Employed_2015,4385
1011,AL,"Bullock County, AL",Unemployed_2015,380
1011,AL,"Bullock County, AL",Unemployment_rate_2015,8
1011,AL,"Bullock County, AL",Civilian_labor_force_2016,4785
1011,AL,"Bullock County, AL",Employed_2016,4457
1011,AL,"Bullock County, AL",Unemployed_2016,328
1011,AL,"Bullock County, AL",Unemployment_rate_2016,6.9
1011,AL,"Bullock County, AL",Civilian_labor_force_2017,4890
1011,AL,"Bullock County, AL",Employed_2017,4644
1011,AL,"Bullock County, AL",Unemployed_2017,246
1011,AL,"Bullock County, AL",Unemployment_rate_2017,5
1011,AL,"Bullock County, AL",Civilian_labor_force_2018,4843
1011,AL,"Bullock County, AL",Employed_2018,4617
1011,AL,"Bullock County, AL",Unemployed_2018,226
1011,AL,"Bullock County, AL",Unemployment_rate_2018,4.7
1011,AL,"Bullock County, AL",Civilian_labor_force_2019,4862
1011,AL,"Bullock County, AL",Employed_2019,4672
1011,AL,"Bullock County, AL",Unemployed_2019,190
1011,AL,"Bullock County, AL",Unemployment_rate_2019,3.9
1011,AL,"Bullock County, AL",Civilian_labor_force_2020,4866
1011,AL,"Bullock County, AL",Employed_2020,4577
1011,AL,"Bullock County, AL",Unemployed_2020,289
1011,AL,"Bullock County, AL",Unemployment_rate_2020,5.9
1011,AL,"Bullock County, AL",Civilian_labor_force_2021,4617
1011,AL,"Bullock County, AL",Employed_2021,4436
1011,AL,"Bullock County, AL",Unemployed_2021,181
1011,AL,"Bullock County, AL",Unemployment_rate_2021,3.9
1011,AL,"Bullock County, AL",Civilian_labor_force_2022,4541
1011,AL,"Bullock County, AL",Employed_2022,4416
1011,AL,"Bullock County, AL",Unemployed_2022,125
1011,AL,"Bullock County, AL",Unemployment_rate_2022,2.8
1011,AL,"Bullock County, AL",Civilian_labor_force_2023,4500
1011,AL,"Bullock County, AL",Employed_2023,4393
1011,AL,"Bullock County, AL",Unemployed_2023,107
1011,AL,"Bullock County, AL",Unemployment_rate_2023,2.4
1011,AL,"Bullock County, AL",Median_Household_Income_2022,35798
1011,AL,"Bullock County, AL",Med_HH_Income_Percent_of_State_Total_2022,60
1013,AL,"Butler County, AL",Rural_Urban_Continuum_Code_2023,6
1013,AL,"Butler County, AL",Urban_Influence_Code_2013,6
1013,AL,"Butler County, AL",Metro_2023,0
1013,AL,"Butler County, AL",Civilian_labor_force_2000,9221
1013,AL,"Butler County, AL",Employed_2000,8496
1013,AL,"Butler County, AL",Unemployed_2000,725
1013,AL,"Butler County, AL",Unemployment_rate_2000,7.9
1013,AL,"Butler County, AL",Civilian_labor_force_2001,9060
1013,AL,"Butler County, AL",Employed_2001,8372
1013,AL,"Butler County, AL",Unemployed_2001,688
1013,AL,"Butler County, AL",Unemployment_rate_2001,7.6
1013,AL,"Butler County, AL",Civilian_labor_force_2002,9172
1013,AL,"Butler County, AL",Employed_2002,8448
1013,AL,"Butler County, AL",Unemployed_2002,724
1013,AL,"Butler County, AL",Unemployment_rate_2002,7.9
1013,AL,"Butler County, AL",Civilian_labor_force_2003,9218
1013,AL,"Butler County, AL",Employed_2003,8423
1013,AL,"Butler County, AL",Unemployed_2003,795
1013,AL,"Butler County, AL",Unemployment_rate_2003,8.6
1013,AL,"Butler County, AL",Civilian_labor_force_2004,9090
1013,AL,"Butler County, AL",Employed_2004,8240
1013,AL,"Butler County, AL",Unemployed_2004,850
1013,AL,"Butler County, AL",Unemployment_rate_2004,9.4
1013,AL,"Butler County, AL",Civilian_labor_force_2005,9113
1013,AL,"Butler County, AL",Employed_2005,8528
1013,AL,"Butler County, AL",Unemployed_2005,585
1013,AL,"Butler County, AL",Unemployment_rate_2005,6.4
1013,AL,"Butler County, AL",Civilian_labor_force_2006,9247
1013,AL,"Butler County, AL",Employed_2006,8722
1013,AL,"Butler County, AL",Unemployed_2006,525
1013,AL,"Butler County, AL",Unemployment_rate_2006,5.7
1013,AL,"Butler County, AL",Civilian_labor_force_2007,9124
1013,AL,"Butler County, AL",Employed_2007,8551
1013,AL,"Butler County, AL",Unemployed_2007,573
1013,AL,"Butler County, AL",Unemployment_rate_2007,6.3
1013,AL,"Butler County, AL",Civilian_labor_force_2008,9063
1013,AL,"Butler County, AL",Employed_2008,8263
1013,AL,"Butler County, AL",Unemployed_2008,800
1013,AL,"Butler County, AL",Unemployment_rate_2008,8.8
1013,AL,"Butler County, AL",Civilian_labor_force_2009,9033
1013,AL,"Butler County, AL",Employed_2009,7671
1013,AL,"Butler County, AL",Unemployed_2009,1362
1013,AL,"Butler County, AL",Unemployment_rate_2009,15.1
1013,AL,"Butler County, AL",Civilian_labor_force_2010,9252
1013,AL,"Butler County, AL",Employed_2010,8015
1013,AL,"Butler County, AL",Unemployed_2010,1237
1013,AL,"Butler County, AL",Unemployment_rate_2010,13.4
1013,AL,"Butler County, AL",Civilian_labor_force_2011,9180
1013,AL,"Butler County, AL",Employed_2011,8046
1013,AL,"Butler County, AL",Unemployed_2011,1134
1013,AL,"Butler County, AL",Unemployment_rate_2011,12.4
1013,AL,"Butler County, AL",Civilian_labor_force_2012,9103
1013,AL,"Butler County, AL",Employed_2012,8029
1013,AL,"Butler County, AL",Unemployed_2012,1074
1013,AL,"Butler County, AL",Unemployment_rate_2012,11.8
1013,AL,"Butler County, AL",Civilian_labor_force_2013,9144
1013,AL,"Butler County, AL",Employed_2013,8189
1013,AL,"Butler County, AL",Unemployed_2013,955
1013,AL,"Butler County, AL",Unemployment_rate_2013,10.4
1013,AL,"Butler County, AL",Civilian_labor_force_2014,9285
1013,AL,"Butler County, AL",Employed_2014,8496
1013,AL,"Butler County, AL",Unemployed_2014,789
1013,AL,"Butler County, AL",Unemployment_rate_2014,8.5
1013,AL,"Butler County, AL",Civilian_labor_force_2015,9113
1013,AL,"Butler County, AL",Employed_2015,8417
1013,AL,"Butler County, AL",Unemployed_2015,696
1013,AL,"Butler County, AL",Unemployment_rate_2015,7.6
1013,AL,"Butler County, AL",Civilian_labor_force_2016,9116
1013,AL,"Butler County, AL",Employed_2016,8484
1013,AL,"Butler County, AL",Unemployed_2016,632
1013,AL,"Butler County, AL",Unemployment_rate_2016,6.9
1013,AL,"Butler County, AL",Civilian_labor_force_2017,9046
1013,AL,"Butler County, AL",Employed_2017,8536
1013,AL,"Butler County, AL",Unemployed_2017,510
1013,AL,"Butler County, AL",Unemployment_rate_2017,5.6
1013,AL,"Butler County, AL",Civilian_labor_force_2018,9069
1013,AL,"Butler County, AL",Employed_2018,8639
1013,AL,"Butler County, AL",Unemployed_2018,430
1013,AL,"Butler County, AL",Unemployment_rate_2018,4.7
1013,AL,"Butler County, AL",Civilian_labor_force_2019,9317
1013,AL,"Butler County, AL",Employed_2019,8954
1013,AL,"Butler County, AL",Unemployed_2019,363
1013,AL,"Butler County, AL",Unemployment_rate_2019,3.9
1013,AL,"Butler County, AL",Civilian_labor_force_2020,9211
1013,AL,"Butler County, AL",Employed_2020,8335
1013,AL,"Butler County, AL",Unemployed_2020,876
1013,AL,"Butler County, AL",Unemployment_rate_2020,9.5
1013,AL,"Butler County, AL",Civilian_labor_force_2021,8781
1013,AL,"Butler County, AL",Employed_2021,8332
1013,AL,"Butler County, AL",Unemployed_2021,449
1013,AL,"Butler County, AL",Unemployment_rate_2021,5.1
1013,AL,"Butler County, AL",Civilian_labor_force_2022,8811
1013,AL,"Butler County, AL",Employed_2022,8518
1013,AL,"Butler County, AL",Unemployed_2022,293
1013,AL,"Butler County, AL",Unemployment_rate_2022,3.3
1013,AL,"Butler County, AL",Civilian_labor_force_2023,9009
1013,AL,"Butler County, AL",Employed_2023,8746
1013,AL,"Butler County, AL",Unemployed_2023,263
1013,AL,"Butler County, AL",Unemployment_rate_2023,2.9
1013,AL,"Butler County, AL",Median_Household_Income_2022,41852
1013,AL,"Butler County, AL",Med_HH_Income_Percent_of_State_Total_2022,70.1
1023,AL,"Choctaw County, AL",Rural_Urban_Continuum_Code_2023,9
1023,AL,"Choctaw County, AL",Urban_Influence_Code_2013,10
1023,AL,"Choctaw County, AL",Metro_2023,0
1023,AL,"Choctaw County, AL",Civilian_labor_force_2000,6226
1023,AL,"Choctaw County, AL",Employed_2000,5815
1023,AL,"Choctaw County, AL",Unemployed_2000,411
1023,AL,"Choctaw County, AL",Unemployment_rate_2000,6.6
1023,AL,"Choctaw County, AL",Civilian_labor_force_2001,5907
1023,AL,"Choctaw County, AL",Employed_2001,5481
1023,AL,"Choctaw County, AL",Unemployed_2001,426
1023,AL,"Choctaw County, AL",Unemployment_rate_2001,7.2
1023,AL,"Choctaw County, AL",Civilian_labor_force_2002,5749
1023,AL,"Choctaw County, AL",Employed_2002,5239
1023,AL,"Choctaw County, AL",Unemployed_2002,510
1023,AL,"Choctaw County, AL",Unemployment_rate_2002,8.9
1023,AL,"Choctaw County, AL",Civilian_labor_force_2003,5672
1023,AL,"Choctaw County, AL",Employed_2003,5107
1023,AL,"Choctaw County, AL",Unemployed_2003,565
1023,AL,"Choctaw County, AL",Unemployment_rate_2003,10
1023,AL,"Choctaw County, AL",Civilian_labor_force_2004,5465
1023,AL,"Choctaw County, AL",Employed_2004,5002
1023,AL,"Choctaw County, AL",Unemployed_2004,463
1023,AL,"Choctaw County, AL",Unemployment_rate_2004,8.5
1023,AL,"Choctaw County, AL",Civilian_labor_force_2005,5285
1023,AL,"Choctaw County, AL",Employed_2005,4940
1023,AL,"Choctaw County, AL",Unemployed_2005,345
1023,AL,"Choctaw County, AL",Unemployment_rate_2005,6.5
1023,AL,"Choctaw County, AL",Civilian_labor_force_2006,5335
1023,AL,"Choctaw County, AL",Employed_2006,5038
1023,AL,"Choctaw County, AL",Unemployed_2006,297
1023,AL,"Choctaw County, AL",Unemployment_rate_2006,5.6
1023,AL,"Choctaw County, AL",Civilian_labor_force_2007,5197
1023,AL,"Choctaw County, AL",Employed_2007,4882
1023,AL,"Choctaw County, AL",Unemployed_2007,315
1023,AL,"Choctaw County, AL",Unemployment_rate_2007,6.1
1023,AL,"Choctaw County, AL",Civilian_labor_force_2008,5076
1023,AL,"Choctaw County, AL",Employed_2008,4638
1023,AL,"Choctaw County, AL",Unemployed_2008,438
1023,AL,"Choctaw County, AL",Unemployment_rate_2008,8.6
1023,AL,"Choctaw County, AL",Civilian_labor_force_2009,5106
1023,AL,"Choctaw County, AL",Employed_2009,4474
1023,AL,"Choctaw County, AL",Unemployed_2009,632
1023,AL,"Choctaw County, AL",Unemployment_rate_2009,12.4
1023,AL,"Choctaw County, AL",Civilian_labor_force_2010,4857
1023,AL,"Choctaw County, AL",Employed_2010,4225
1023,AL,"Choctaw County, AL",Unemployed_2010,632
1023,AL,"Choctaw County, AL",Unemployment_rate_2010,13
1023,AL,"Choctaw County, AL",Civilian_labor_force_2011,4760
1023,AL,"Choctaw County, AL",Employed_2011,4140
1023,AL,"Choctaw County, AL",Unemployed_2011,620
1023,AL,"Choctaw County, AL",Unemployment_rate_2011,13
1023,AL,"Choctaw County, AL",Civilian_labor_force_2012,4798
1023,AL,"Choctaw County, AL",Employed_2012,4292
1023,AL,"Choctaw County, AL",Unemployed_2012,506
1023,AL,"Choctaw County, AL",Unemployment_rate_2012,10.5
1023,AL,"Choctaw County, AL",Civilian_labor_force_2013,4701
1023,AL,"Choctaw County, AL",Employed_2013,4261
1023,AL,"Choctaw County, AL",Unemployed_2013,440
1023,AL,"Choctaw County, AL",Unemployment_rate_2013,9.4
1023,AL,"Choctaw County, AL",Civilian_labor_force_2014,4501
1023,AL,"Choctaw County, AL",Employed_2014,4098
1023,AL,"Choctaw County, AL",Unemployed_2014,403
1023,AL,"Choctaw County, AL",Unemployment_rate_2014,9
1023,AL,"Choctaw County, AL",Civilian_labor_force_2015,4369
1023,AL,"Choctaw County, AL",Employed_2015,3969
1023,AL,"Choctaw County, AL",Unemployed_2015,400
1023,AL,"Choctaw County, AL",Unemployment_rate_2015,9.2
